session,Period,Subject,Num_subject,Num_others,choice_task1,choice_task2,choice_task3,choice_task4,choice_same_gender,choice_diff_gender,choice_same_neutral,choice_diff_neutral,random_play_order,play_order,game1,game2,game3,game4,year,campus,roomate,gender,visitation,visitation_first,visitation_second,visitation_third,nonvisitation_first,nonvisitation_second,nonvisitation_third,num_male_total,num_male_others,num_female_total,num_female_others,even_num_male,even_num_female,temp_rand_matching1,temp_rand_matching2,temp_rand_matching3,temp_rand_matching4,temp_matching_rank1,temp_matching_id_sg,temp_matching_rank2,temp_matching_id_dg,temp_matching_rank3,temp_matching_id_sn,temp_matching_rank4,temp_matching_id_dn,quiz_phase,quiz1,quiz2,quiz3,quiz4,quiz5,quiz6,quiz7,quiz8,answer_stage,choice_game1,stage_control,choice_game2,choice_game3,choice_game4,guess_number,confidence_num_other_choice1,identity,whichpart_identity,part2_choice1,part2_choice2,part2_choice3,part2_choice4,part2_choice5,part2_choice6,part2_choice7,part2_choice8,part2_choice9,part2_choice10,part2_choice11,age,major,nationality,religion,religion_other,opinion_experiment,friend,trust,pass,q1,q2,q3,q4,q5,q6,q7,q8,q9,q10,q11,q12,q13,q14,q15,q16,q17,q18,q19,generous,lazy,frugal,impatient,studious,cautious,artistic,patient,reckless,rand_check,check_order,check1,check2,check3,check4,female_avatar,male_avatar,neutral_female_avatar,neutral_male_avatar,payment_task_part1,partner_choice,payment_choice_part1,earning,total_num_choice1_task1,total_num_choice1_task2,total_num_choice1_task3,total_num_choice1_task4,other_num_choice1_task1,other_num_choice1_task2,other_num_choice1_task3,other_num_choice1_task4,num_other_choice1,deviation,extra_point,rand_lottery,selected_row,part2_payment_choice,rand_optionb,threshold_optionb,part2_payment,rand_final,payment_part,final_earning,final_cash,selected_order_task,exp_effect
10,1,2,14,13,1,1,1,1,1,1,1,1,0.343,3,2,1,3,4,1,1,1,1,1,Anyone can visit you.,It's more friendly and less restricted.,Segregation is bad.,None.,,,7,6,7,7,0,0,0.775530948,0.58659562,0.787093043,0.069385186,3,2,2,2,1,1,7,7,9,4,2,4,2,1,2,1,1,0,1,1,1,1,1,5,85,0,,1,1,1,1,1,1,1,1,1,1,2,18,Computer Science,Uruguay,9,-,Economic decisions related to gender and religion.,1,0,2,4,3,4,4,4,5,3,3,4,2,2,1,1,5,5,1,1,1,1,2,3,3,2,3,2,2,3,4,15.96,16,3,2,4,1,2,1,3,3,1,2,1,0,4,4,6,6,3,4,5,5,4,1,2,0.989646608,11,2,0.093736069,1,60,0.178009457,2,60,114,2,0
11,1,2,12,11,2,2,2,2,2,2,2,2,0.757,5,3,2,1,4,1,1,1,1,1,Can be visited by friends of the opposite gender.,Have no particular issue with visitors of the other gender.,,Would be more appropriate for those who are conservative and do not want visitors of the other gender on their floor.,Some would make the switch if there is a higher chance to get a single.,,7,6,5,5,0,0,0.782045361,0.784075857,0.2814209,0.474668297,3,2,3,3,6,3,5,5,9,4,1,4,2,1,2,1,1,0,2,1,2,2,2,3,50,0,,1,1,1,1,1,1,1,1,2,2,2,18,Electrical Engineering,Iraq,5,-,Reminds me of a game-theory excercise. Sees how participants reach an equilibrium that is not optimal for either but guarantees a return.,0,1,2,2,2,4,4,4,5,3,4,4,3,1,1,1,5,5,3,3,2,3,3,4,3,4,3,2,2,2,4,15.888,16,3,2,4,1,2,1,3,3,1,2,2,40,3,4,8,8,3,4,8,8,8,5,0,0.417911434,5,1,0.370433442,0.4,40,0.621468646,1,40,86,3,0
12,1,2,12,11,1,1,1,2,1,1,1,2,0.481,3,2,1,3,4,2,1,1,2,0,Working in group projects in my own building,,,Being able to be dressed more freely,Not having to worry about males in my room when I just want to be comfortable,,6,6,6,5,1,1,0.854197737,0.146894401,0.918952877,0.525717105,1,1,5,5,1,1,2,2,9,4,1,4,1,1,2,2,1,0,1,1,1,1,2,5,60,0,,1,1,1,2,1,2,1,1,2,2,2,19,Biology,Syrian,5,-,Cost-benefit/risk analysis,1,1,2,4,4,5,3,1,4,2,5,4,5,5,3,3,1,1,1,2,1,1,1,1,2,5,5,5,5,2,1,7.176,8,2,1,4,3,2,1,3,3,4,1,2,40,3,3,7,6,2,3,6,6,3,2,1,0.254958725,3,1,0.945623381,0.2,40,0.471384302,2,40,86,4,0
13,1,2,20,19,1,1,1,1,1,1,1,1,0.935,6,4,2,1,3,4,1,0,1,1,"I don't believe in gender based segregation, it is an inhibiting factor in gender equality.",Allows for a broader pool of potential social interations. ,You learn to socialise with both genders in a casual manner that is necessary for work place and interpersonal relationship in any field or profession. ,Less people use the laundry room. ,,,11,10,9,9,0,0,0.529971429,0.380362645,0.663552745,0.307947419,7,4,8,8,6,3,9,9,9,4,1,4,2,1,2,1,1,0,1,1,1,1,1,14,70,0,,1,1,1,1,1,1,1,2,2,2,2,21,Philosophy,USA,8,-,"How (or to what extent) people allow gender bias to factor into the economic decisions, and the extent to which they trust the other gender when making economic decisions. ",1,0,2,4,4,5,4,4,2,2,3,4,3,1,5,5,2,2,1,1,1,1,3,2,1,3,4,3,5,5,2,7.944,8,2,1,4,3,2,1,3,3,3,1,1,60,6,8,13,10,5,8,12,9,9,5,0,0.954253995,11,2,0.300240989,1,60,0.871858191,1,60,114,4,1
14,1,2,22,21,2,2,2,2,2,2,2,2,0.427,3,2,1,3,4,3,1,0,1,0,You can invite your friends of the opposite gender.,You can socialize with a more diversified group of people.,,You are more comfortable with the gender on your floor.,You conform to the religious expectations of yourself and your family.,,11,10,11,11,0,0,0.865080967,0.774732999,0.144465618,0.063120431,4,2,4,4,10,5,11,11,9,4,1,4,2,1,2,1,1,0,2,1,2,2,2,4,60,0,,1,1,1,1,1,1,1,1,1,1,2,20,Computer Engineering,Jamaican,2,,I believe the aim of this experiment was to examine how choice is heavily influenced by the probability of gain.,0,0,2,1,1,4,4,3,3,2,1,4,1,3,1,1,5,5,3,3,1,1,3,4,3,3,2,2,1,3,5,1.44,2,1,2,4,3,3,3,3,3,4,1,2,40,4,8,11,13,4,8,11,13,8,4,0,0.494964072,6,1,0.208645416,0.5,40,0.188514884,2,40,86,4,0
15,1,2,20,19,1,1,1,1,1,1,1,1,0.369,3,2,1,3,4,4,1,0,1,0,more friends,more music,more interaction,no opposite sex,very lonely,so cold,10,9,10,10,1,1,0.985053601,0.958215979,0.166088671,0.759158648,1,1,1,1,7,4,4,4,9,4,2,4,2,1,2,2,1,0,1,1,1,1,1,10,100,0,,1,1,1,1,1,1,1,1,1,2,2,23,Math,Gambian,5,,It is interactive and brain storming.,5,0,2,2,3,5,4,5,5,3,4,5,1,4,5,5,1,4,1,2,2,3,3,1,2,3,5,4,4,4,2,1.992,2,1,2,4,3,3,1,2,3,1,1,1,60,8,6,12,13,7,6,11,12,6,4,0,0.884651781,10,2,0.329476044,0.9,60,0.197801651,2,60,114,2,0
16,1,2,20,19,2,2,2,2,2,2,2,2,0.067,1,1,2,3,4,3,1,1,1,1,More diversity,,,Usually more quiet,,,10,9,10,10,1,1,0.23505543,0.580409037,0.370263776,0.492898573,9,5,8,8,6,3,7,7,9,4,1,4,2,1,2,1,1,0,2,1,2,2,2,3,100,0,,1,1,1,1,1,1,1,2,2,2,2,21,Computer Science,Uzbekistan,5,,Nash Equilibrium ,3,0,2,3,4,4,4,4,4,3,3,3,3,3,4,4,4,4,4,4,4,5,3,3,3,3,3,3,3,3,3,1.008,2,1,2,4,3,2,1,3,3,3,1,2,40,6,8,11,12,6,8,11,12,6,3,0,0.146627748,2,1,0.60260883,0.1,40,0.547386044,1,40,86,3,0
17,1,2,8,7,1,2,1,2,1,2,1,2,0.98,6,4,2,1,3,2,1,0,1,1,Interaction with opposite genders is possible,Does not promote gender segregation,Better for developing relationships with individuals of opposite gender,Quiet environment ,Less chances of illegal acitivities taking place,Better for concentration of studies,4,3,4,4,1,1,0.189072875,0.026565581,0.675166258,0.464709176,4,2,4,4,2,1,3,3,9,4,1,4,2,1,2,1,1,0,2,1,2,1,1,3,50,0,,1,1,1,1,1,1,1,2,2,2,2,20,Biology,Nepalese,8,-,How do individuals associate identity with decision making?,2,0,2,3,2,4,2,2,2,3,3,4,4,4,3,3,3,3,3,3,3,3,3,2,2,4,3,2,2,2,3,20.088,21,4,2,1,3,2,1,3,3,2,1,2,40,3,3,6,4,2,3,5,4,4,1,2,0.962652507,11,2,0.406911564,1,60,0.300688858,2,60,114,2,0
18,1,2,10,9,2,2,2,2,2,2,2,2,0.007,1,1,2,3,4,4,1,0,1,1,Meeting friends of opposite gender,Better social life,,Silence and peace,Religious sentiments are taken care off,,5,4,5,5,0,0,0.128447673,0.830488527,0.664543049,0.568047022,4,2,1,1,3,2,2,2,9,4,1,4,2,1,2,1,1,0,2,1,2,2,2,1,90,0,,1,1,1,1,1,1,1,2,2,2,2,21,Mechanical Engineering,Indian,7,,Individual decision making. How your perception of somebody else's decision making can affect your own choice.,2,1,2,2,3,3,3,3,3,3,2,3,2,3,2,2,2,2,1,2,1,1,2,3,3,4,2,2,1,2,4,10.152,11,2,4,1,3,2,1,3,3,2,1,2,40,2,4,6,6,2,4,6,6,2,1,2,0.442840526,5,1,0.559784067,0.4,40,0.900382308,1,42,88.8,2,0
19,1,2,10,9,1,1,1,1,1,1,1,1,0.556,4,2,1,4,3,4,1,1,1,1,You can organize gatherings among friends to do fun activities like watching movies and etc besides studying together and etc.,,,"For somepeople who do not want too much noises, it's easier because living in a non-vis reduces no. of people visitng the floor. ",,,5,4,5,5,0,0,0.116107182,0.061394736,0.263665145,0.079605818,5,3,5,5,5,3,4,4,9,4,1,4,2,1,2,1,1,0,1,1,1,1,1,5,100,0,,1,1,1,1,1,2,2,2,2,2,2,24,Economics,Nepali,6,-,"Decision making among sexes, risk-profile/behaviors of an individual",4,0,2,3,2,4,4,4,5,2,2,5,1,3,4,5,1,1,1,2,1,4,2,3,1,5,4,4,4,1,5,14.016,15,3,2,1,4,3,1,3,3,2,1,1,60,4,4,7,7,3,4,6,6,4,1,2,0.759642689,9,2,0.006628528,0.8,60,0.807219828,1,62,116.8,1,0
20,1,2,12,11,1,1,2,2,1,1,2,2,0.13,1,1,2,3,4,4,1,1,1,1,Friends from opposite gender could come and visit you.,Most of my friends live on the same visitation floor I am on.,,Very quiet and peaceful.,,,6,5,6,6,1,1,0.999344287,0.505474902,0.408944877,0.433185768,1,1,4,4,3,2,3,3,9,4,2,4,2,1,2,1,1,0,1,1,1,2,2,3,85,0,,1,1,1,1,1,2,1,1,2,2,2,21,Mechanical Engineering,Egyptian,5,-,"Part I: to see the choices I made were influenced by the gender of the other participant or not, Part II:  was I willing to take risk by aiming the 60 or just go for the steady, 40 ECU",0,1,2,4,3,3,3,3,4,3,4,2,1,4,5,5,4,5,5,2,2,5,4,4,4,4,4,4,4,3,4,10.992,11,2,4,1,3,2,1,3,3,3,2,2,40,4,4,6,6,3,4,6,6,3,0,3,0.541839384,6,2,0.507174075,0.5,0,0.009912098,2,0,30,3,1
1,1,3,16,15,2,1,2,2,2,1,2,2,0.61,4,2,1,4,3,4,1,1,2,1,friends coming over,lots of events,better accomodations,clean,silent ,,8,8,8,7,1,1,0.329420529,0.589570558,0.078950129,0.919508294,7,4,4,4,7,4,1,1,9,4,4,4,2,1,2,1,1,0,1,1,2,2,2,2,70,0,,1,1,1,1,1,1,1,1,1,1,1,22,Economics,Ukrainian,3,,"About prisoner's dilema, coperative decision-making ",2,0,2,1,3,4,5,5,5,3,5,5,3,1,3,3,3,2,1,5,2,2,4,2,3,4,3,4,4,4,2,19.368,20,4,1,3,2,2,1,1,1,1,2,2,40,5,6,9,10,5,6,9,10,6,4,0,0.091637103,2,1,0.963448654,0.1,40,0.080520202,2,40,86,2,0
2,1,3,14,13,1,1,1,1,1,1,1,1,0.016,1,1,2,3,4,4,1,0,1,1,more friends,friends of opposite gender can visit you,,quiet space,less parties,,7,6,7,7,0,0,0.537186324,0.0225887,0.893540177,0.271882983,5,3,7,7,1,1,7,7,9,4,1,4,2,1,2,2,1,0,1,1,1,1,1,6,80,0,,1,1,1,1,1,1,1,2,2,2,2,22,Computer Science,Pakistani,5,,how one responds to choices when varying who we are paired with and how cautious are we when it comes to takign risk vs remaining certain.,5,1,2,4,1,3,4,4,4,1,2,4,3,3,2,2,2,3,2,2,1,2,3,2,2,2,4,4,1,4,5,16.368,17,3,4,1,2,2,1,1,2,4,1,1,60,7,6,12,13,6,6,11,12,6,0,3,0.416498386,5,1,0.550998376,0.4,40,0.939395254,1,63,118.2,4,1
3,1,3,14,13,2,2,2,1,2,2,2,1,0.9,6,4,2,1,3,4,1,0,2,1,Friends of the opposite sex can visit me,It is livelier,There are more people around as most people do not go home over the weekend,"It is quieter, good for getting rest and studying",For females typically the laundry room has more availability,,7,7,7,6,0,0,0.450597301,0.270633631,0.672093727,0.381523297,3,2,7,7,3,2,4,4,9,4,1,4,2,1,2,1,1,0,1,1,2,2,2,8,60,0,,1,1,1,1,1,1,1,2,2,2,2,22,Biology,Indonesia,5,-,"Rational decision making, cooperating with the other participants",6,1,2,1,3,4,5,4,4,3,4,2,1,3,5,3,2,2,1,2,1,2,4,2,2,4,4,3,4,5,2,10.728,11,2,4,1,3,3,3,3,3,1,1,2,40,3,4,6,7,3,4,6,6,6,2,1,0.184492627,3,1,0.572626064,0.2,40,0.655107882,1,41,87.4,3,0
4,1,3,16,15,2,1,1,2,2,1,1,2,0.715,5,3,2,1,4,1,1,0,2,1,My male friends can visit me,It is a more social floor,,"Most of the girls there are Emirati so they go home often, it can get lonely",No male friends,,8,8,8,7,1,1,0.046792575,0.00114215,0.196111548,0.282813802,8,4,8,8,7,4,7,7,9,4,1,4,2,1,2,2,2,0,1,1,1,2,2,13,80,0,,1,1,1,1,1,1,1,1,2,2,2,19,SRPP,Bosnian,10,Agnostic,The influence of the identity(or socio economic background) of an individual on the way they make decisions in economic and social settings.,1,0,2,3,1,3,4,1,3,5,1,3,2,4,3,2,4,4,2,2,2,1,2,4,3,4,4,5,1,3,5,20.64,21,4,2,1,3,2,1,3,3,2,2,1,0,3,4,8,7,3,4,7,7,7,6,0,0.719894787,8,1,0.046626841,0.7,40,0.078566263,2,40,86,2,1
5,1,3,16,15,1,1,1,1,1,1,1,1,0.568,4,2,1,4,3,1,1,0,2,1,"Practical, friends can bring something over when needed.",I can meet more people since it's more lively.,,It's more quiet,I will feel more comfotable leaving my room,I will guarantee that my roommates will not be bringing anyone into the room that could make me uncomfortable.,8,8,8,7,1,1,0.732198728,0.519569673,0.026262898,0.112464705,3,2,4,4,8,4,7,7,9,4,1,4,2,1,2,1,1,0,1,1,1,1,1,6,80,0,,1,1,1,1,1,1,1,2,2,2,2,18,Engineering,Egyptian,5,,"risk taking, likeliness to risk when faced with  options",4,0,2,3,4,4,4,4,5,4,5,5,1,4,3,3,2,2,1,4,1,2,3,2,3,4,5,3,5,3,2,21.288,22,4,2,3,1,2,1,3,3,2,2,1,0,5,3,7,8,4,3,6,7,3,3,0,0.799147174,9,2,0.34368392,0.8,60,0.295636108,2,60,114,1,0
6,1,3,18,17,1,1,1,1,1,1,1,1,0.576,4,2,1,4,3,1,1,0,2,1,We can have friends of the opposite gender over for movies,More diversity because people in non-vis are generally more conservative ,,The female non-visitation building always smells good and is kept clean ,You can roam around the corridors without worrying about covering yourself ,,9,9,9,8,0,0,0.0093221,0.922290219,0.754421624,0.120335575,9,5,2,2,2,1,5,5,9,4,1,4,2,1,2,1,1,0,1,1,1,1,1,9,70,0,,1,1,1,1,1,1,1,1,2,2,2,18,Philosophy,Moroccan,5,,Risk tasking when the goal is profit making ,1,0,2,3,4,4,5,5,5,3,3,2,1,3,4,2,1,4,1,1,1,1,2,2,2,2,4,4,4,4,2,15.576,16,3,2,4,1,2,1,1,2,2,2,1,0,4,3,5,8,3,3,4,7,3,6,0,0.516757623,6,1,0.805179301,0.5,40,0.983235703,1,0,30,1,0
7,1,3,16,15,1,1,1,1,1,1,1,1,0.474,3,2,1,3,4,2,1,1,1,1,Female friends can visit,Relationships are easier to maintain,,Better chance of having a single,,,8,7,8,8,1,1,0.704661393,0.448974711,0.18476275,0.379854476,3,2,4,4,8,4,7,7,9,4,1,4,2,1,2,1,1,0,1,1,1,1,1,5,65,0,-,1,1,1,1,1,1,1,2,2,2,2,19,Civil Engineering,Jordanian,5,-,Risk taking in affiliation to other participants. Mostly has to do with trust.,3,0,2,4,3,5,3,5,5,2,1,5,2,3,3,3,3,3,3,3,1,3,4,5,5,5,3,2,1,1,4,2.808,3,1,3,2,4,3,3,3,3,4,1,1,60,6,6,13,13,5,6,12,12,6,1,2,0.236017091,3,1,0.0087037,0.2,40,0.600761277,1,62,116.8,4,0
8,1,3,16,15,1,1,1,1,1,1,1,1,0.807,5,3,2,1,4,4,1,1,2,1,Students of the other gender can visit,More sociable because more people live on visitation floors,Less restrictions,Quieter,Cleaner,Less wait for facilities,8,8,8,7,1,1,0.090601597,0.285910229,0.02746219,0.062693446,8,4,6,6,7,4,7,7,9,4,1,4,2,1,2,1,1,0,1,1,1,1,1,8,70,1,whether they were male or female,1,1,1,1,1,1,1,1,1,2,2,22,Biology,Australian,3,,Male and female responses to risk,3,1,2,2,3,2,4,3,4,4,4,4,1,1,4,4,3,3,3,1,1,1,4,2,2,4,4,5,3,5,2,15.696,16,3,2,4,1,2,1,3,3,3,2,1,0,5,6,6,8,4,6,5,7,5,3,0,0.557020006,7,1,0.462187371,0.6,40,0.988506179,1,0,30,1,0
9,1,3,18,17,1,1,1,1,1,1,1,1,0.87,6,4,2,1,3,4,1,0,1,1,It's a more social environment.,I can interact with my female friends and host events in my apartment they are invited to.,People living in visitation are also often seen as more outgoing or approachable in general.,It's quieter.,It's easier to get a nice room because fewer people want them.,,9,8,9,9,0,0,0.954251458,0.026587616,0.697987581,0.077273815,1,1,9,9,6,3,9,9,9,4,1,4,2,1,2,1,1,0,1,1,1,1,1,12,40,1,"When the other avator was a girl, I wondered if they thought I would be less likely as a guy to \qcooperate\q in taking the risk of making choice A.",1,1,1,1,1,1,1,1,2,2,2,22,Economics,Canadian,8,-,Whether our decision in the first game was dependent on perceived gender? And to see if in some way our decision among the lotteries would be consistent with our choice in the part 1 game?,1,0,2,3,2,4,4,5,5,1,3,3,1,2,3,3,3,4,1,2,1,2,3,4,3,4,2,1,3,2,5,15.48,16,3,2,4,1,2,1,3,3,1,1,1,60,8,7,13,14,7,7,12,13,13,1,2,0.82451489,10,2,0.773335073,0.9,60,0.853654376,1,62,116.8,3,1
10,1,3,14,13,2,2,2,2,2,2,2,2,0.816,5,3,2,1,4,2,1,1,1,1,I like to host parties in my room,My girlfriend can stay over,My entire friend circle can visit my room,None,,,7,6,7,7,0,0,0.953445159,0.669882045,0.221767912,0.336995047,2,1,1,1,4,2,6,6,9,4,1,4,2,1,2,1,1,0,2,1,2,2,2,4,40,0,,1,1,1,1,1,1,1,1,2,2,2,20,Economics with Finance,Indian,7,-,Game Theory and whether people prefer to be safe and assured with their returns or prefer to gain higher returns with a higher risk,5,0,2,5,3,4,4,4,5,3,2,1,2,5,4,4,2,2,2,5,2,4,2,4,4,4,1,1,1,2,4,21.84,22,4,2,3,1,2,1,3,3,1,1,2,40,4,4,6,6,4,4,6,6,6,2,1,0.986375423,11,2,0.51365703,1,60,0.752240386,1,41,87.4,3,0
11,1,3,12,11,1,1,1,1,1,1,1,1,0.963,6,4,2,1,3,3,1,1,1,1,Your friends can visit you,,,You would get more privacy from the opposite gender,,,7,6,5,5,0,0,0.380440805,0.438732991,0.750071147,0.685251822,6,3,5,5,3,2,4,4,9,4,2,4,2,1,2,1,1,0,1,1,1,1,1,9,80,0,,1,1,1,1,1,1,1,2,2,2,2,20,HIstory,USA,2,-,How gender affects decision making with regards to the opposite sex,0,0,2,5,3,3,3,5,4,2,3,4,3,4,5,5,1,1,3,3,1,3,5,3,2,2,5,5,5,5,2,15.528,16,3,2,4,1,2,1,3,3,1,1,1,60,3,4,8,8,2,4,7,7,7,2,1,0.896286327,10,2,0.047400582,0.9,60,0.410422114,2,60,114,3,1
12,1,3,12,11,1,1,1,1,1,1,1,1,0.384,3,2,1,3,4,4,1,0,1,1,LIVELY,UPBEAT ,FEMALE FRIENDS CAN VISIT,SOLACE ,NO NOISE ,GOOD FOR STUDIES,6,5,6,6,1,1,0.440711866,0.559956184,0.085545016,0.466208368,2,1,2,2,5,3,5,5,9,4,2,4,2,1,2,1,1,0,1,1,1,1,1,5,90,0,,1,1,1,1,1,1,1,1,1,2,2,24,ECONOMICS,PAKISTAN,5,-,COLLABORATION ,1,1,2,5,4,3,3,5,5,2,1,4,2,5,2,4,4,4,1,2,1,1,3,5,2,4,2,2,2,2,4,16.536,17,3,4,1,2,2,1,3,3,4,2,1,0,4,5,7,6,3,5,6,5,5,0,3,0.258926639,3,1,0.149458299,0.2,40,0.054403886,2,40,86,4,0
13,1,3,20,19,2,1,2,2,2,1,2,2,0.529,4,2,1,4,3,4,1,0,2,1,Friends from all gender groups can come over,Lively space,Social gatherings,Quiet,More hospitable ,comfortable,11,11,9,8,0,0,0.141507532,0.383839691,0.609544271,0.281568759,9,5,5,5,5,3,5,5,9,4,2,4,2,1,2,2,1,0,1,1,2,2,2,5,70,0,,1,1,1,1,1,1,1,2,2,2,2,22,SRPP,Pakistani,5,-,Interested to know about the identity aspect of it,2,0,2,2,4,5,5,4,4,2,2,2,4,3,4,2,4,4,1,1,1,2,5,1,1,4,4,4,2,5,1,9.912,10,2,3,4,1,2,1,3,1,3,1,2,40,7,7,13,10,7,7,13,10,7,2,1,0.284187441,4,1,0.630185878,0.3,40,0.005093373,2,40,86,4,0
14,1,3,22,21,1,1,1,1,1,1,1,1,0.9,6,4,2,1,3,4,1,0,2,0,Ability to have male friends over - more fun,Feels more diverse,,Suitmates won't be able to bring guys overnight,More quiet and calm,,11,11,11,10,0,0,0.945308336,0.27422755,0.415820481,0.888685545,1,1,8,8,5,3,2,2,9,4,1,4,2,1,2,1,1,0,1,1,1,1,1,12,99,0,,1,1,1,1,1,1,1,1,1,2,2,23,Arab Crossroads Studies,Belarus,5,,Influence of gender on economic decision-making,2,1,2,3,4,4,5,3,4,5,2,3,3,5,4,4,1,1,5,3,2,5,2,2,2,2,5,5,5,5,4,7.704,8,2,1,4,3,2,1,3,3,4,1,1,60,9,4,11,13,8,4,10,12,12,0,3,0.156416934,2,1,0.206130632,0.1,40,0.480273155,2,40,86,1,0
15,1,3,20,19,2,2,2,2,2,2,2,2,0.469,3,2,1,3,4,4,1,0,2,1,Can visit friends,Friends can visit me,Feel included in campus community,Quiet,Laundry rooms are clean,Not as many people walking around,10,10,10,9,1,1,0.067178728,0.878792802,0.20174351,0.179388651,9,5,3,3,6,3,6,6,9,4,1,2,2,1,2,1,1,0,2,1,2,2,2,2,70,0,,1,1,1,1,1,1,1,2,2,2,2,21,Political Science,New Zealand,8,,Impact of living on non-visitation floors on decision making,3,0,2,3,4,5,5,4,4,4,3,3,1,2,4,4,2,2,4,1,1,1,4,2,4,5,4,2,4,5,2,10.2,11,2,4,1,3,2,1,3,3,1,1,2,40,7,7,12,13,7,7,12,13,7,5,0,0.17970923,2,1,0.632142733,0.1,40,0.505856594,1,40,86,2,0
16,1,3,20,19,2,2,1,2,2,2,1,2,0.697,5,3,2,1,4,2,1,1,2,1,Anyone can come over,It is closer to most of your friends,You can share a lot of time with people from the opposite gender,Cleaner laundry room,Sometimes more quiet,Maybe more options for housing?,10,10,10,9,1,1,0.904766343,0.126269815,0.40793503,0.325156552,1,1,9,9,7,4,6,6,9,1,1,4,1,1,2,2,1,0,1,1,2,2,2,2,60,0,,1,1,1,1,1,1,1,1,1,1,2,22,SRPP,Paraguay,8,,Decision making ,3,1,2,4,4,5,4,4,4,4,3,2,1,3,5,4,1,3,1,3,1,1,3,2,3,3,3,4,3,4,3,1.44,2,1,2,4,3,3,1,3,3,3,2,1,0,8,6,11,12,8,6,10,12,10,8,0,0.754669581,9,1,0.663554095,0.8,40,0.005452558,2,40,86,1,0
17,1,3,8,7,1,1,1,1,1,1,1,1,0.516,4,2,1,4,3,4,1,0,2,1,"Anyone can visit my room, not just my female friends.",The visitation floor is usually more lively and full of people.,I can invite my guy friends over and study in the living room,It's more quiet.,The laundry situation is cleaner.,"You do not have to worry about going downstairs in your pajamas, and getting seen.",4,4,4,3,1,1,0.783679735,0.061781435,0.884630207,0.898823418,3,2,4,4,1,1,1,1,9,1,1,4,2,1,2,1,1,0,1,1,1,1,1,4,80,0,,1,1,1,1,1,1,1,1,2,2,2,22,Social Research and Public Policy,Japan,9,-,Making decisions with economic implications,2,1,2,2,4,3,4,3,5,3,5,2,3,3,2,2,3,3,4,2,3,2,2,2,3,3,4,4,4,3,1,20.28,21,4,2,1,3,2,1,3,3,2,2,1,0,3,2,6,4,2,2,5,3,2,2,1,0.684167337,8,1,0.367112651,0.7,40,0.532914823,1,1,31.4,1,0
18,1,3,10,9,1,1,1,1,1,1,1,1,0.631,4,2,1,4,3,4,1,0,2,1,You get to visit your friends/partners and they get to visit you,,,it's probably easier to get a single,the laundry room is emptier,,5,5,5,4,0,0,0.48837677,0.886031654,0.263608815,0.924491615,3,2,1,1,3,2,2,2,9,4,1,4,2,1,2,1,1,0,1,1,1,1,1,3,70,1,"whether they had enough trust in the other participants to choose choice 1, or enough suspicion and selfishness to choose the safe option; choice 2",1,1,1,1,1,1,2,2,2,2,2,21,Visual Arts,Jordan,8,,Seeing whether people will make sure another person receives no money if it ensures that they do. It reflects on how an average person will behave in a real economy.,0,0,2,5,3,4,3,4,4,3,3,5,2,3,5,5,1,1,1,1,1,1,4,1,1,4,4,4,5,5,3,20.28,21,4,2,1,3,2,1,3,1,2,2,1,0,4,3,6,6,3,3,5,5,3,0,3,0.534011209,6,1,0.763257471,0.5,40,0.747174849,1,3,34.2,1,0
19,1,3,10,9,1,1,1,1,1,1,1,1,0.924,6,4,2,1,3,4,1,1,2,1,Male friends have access,More people,,Higher likelihood of getting a single,Fewer parties and disturbances,,5,5,5,4,0,0,0.4628181,0.125062863,0.563851998,0.730264547,3,2,5,5,4,2,2,2,9,4,2,4,2,1,2,1,1,0,1,1,1,1,1,9,100,0,,1,1,1,1,1,1,2,2,2,2,2,21,Computer Science,USA,8,-,Whether or not gender plays in to decision-making. Am I more concerned with my own profit or with my ability to affect the profit of someone of a certain gender?,2,0,2,4,4,5,4,5,2,2,4,3,3,2,5,5,1,1,1,1,1,1,4,2,2,4,4,3,4,4,2,13.224,14,3,1,4,2,2,1,3,3,1,1,1,60,4,4,7,7,3,4,6,6,6,3,0,0.525330958,6,1,0.654256703,0.5,40,0.799807213,1,60,114,3,1
20,1,3,12,11,1,1,1,1,1,1,1,1,0.769,5,3,2,1,4,4,1,0,2,1,more freedom to bring friends,able to party? maybe?,more people living in the floor,quiet,easy to do laundry,higher chance to have an empty room/suite,6,6,6,5,1,1,0.248360056,0.651919296,0.210841541,0.560246814,4,2,2,2,4,2,3,3,9,4,1,4,2,1,2,1,1,0,1,1,1,1,1,11,90,0,,1,1,1,1,1,1,2,2,2,2,2,22,Psychology,Chinese,6,-,how gender of the one who you are paired with influence your decision making,2,0,2,3,2,4,4,4,4,2,1,5,1,5,5,5,2,2,5,1,1,4,3,2,3,1,2,5,5,5,2,7.536,8,2,1,4,3,2,3,3,3,3,1,1,60,5,4,6,6,4,4,5,5,5,6,0,0.571149464,7,2,0.984268935,0.6,0,0.166202854,2,0,30,1,1
