CaseNumber,IPAddress,DurationInMins,GroupSize,Mechanism,Cooperation,ExpCo,Nother,ExpCoP,PercEffi,conflict1,conflict2,conflict2r,conflict3,conflict4,conflict4r,conflict5,conflict6,conflict6r,Conflict,IR1_Q1,IR1_Q2,IR2_Q1,IR2_Q2,IR3_Q1,IR3_Q2,IR4_Q1,IR4_Q2,PunishQ1_1,PunishQ1_2,PunishQ1_3,PunishQ1_4,PunishQ2_1,PunishQ2_2,PunishQ2_3,PunishQ2_4,PunishQ3_1,PunishQ3_2,PunishQ3_3,PunishQ3_4,PunishQ4_1,PunishQ4_2,PunishQ4_3,PunishQ4_4,Age,Gender
75,184.186.92.34,16.683333333333334,40-person group,reputation,contribute 20,32,39,0.8205128205128205,6,"slightly disagree
2
","slightly agree
4
",2,"slightly disagree
2
","slightly agree
4
",2,"slightly disagree
2
","slightly agree
4
",2,2,Member 2 (contribute 20 tokens),6 tokens,Member 1 (contribute 20 tokens),6 tokens,Member 3 (contribute 0 tokens),6 tokens,Member 3 (contribute 0 tokens),6 tokens,,,,,,,,,,,,,,,,,44,Female
76,68.44.132.127,16.533333333333335,20-person group,reputation,contribute 20,10,19,0.5263157894736842,4,"slightly agree
4
","slightly disagree
2
",4,"slightly agree
4
","slightly disagree
2
",4,"completely agree
5
","completely disagree
1
",5,4.333333333333333,Member 2 (contribute 20 tokens),6 tokens,Member 1 (contribute 20 tokens),6 tokens,Member 1 (contribute 20 tokens),6 tokens,I choose no one,,,,,,,,,,,,,,,,,,42,Male
77,107.10.94.103,16.483333333333334,4-person group,punishment,contribute 20,2,3,0.6666666666666666,4,"slightly disagree
2
","slightly agree
4
",2,"completely disagree
1
","slightly agree
4
",2,"neutral
3
","completely agree
5
",1,1.8333333333333333,,,,,,,,,0,0,0,10,0,0,0,10,0,0,0,10,3,3,3,1,51,Female
78,24.20.4.171,16.466666666666665,40-person group,reputation,contribute 20,10,39,0.2564102564102564,4,"slightly disagree
2
","slightly agree
4
",2,"slightly disagree
2
","slightly agree
4
",2,"slightly disagree
2
","slightly agree
4
",2,2,Member 3 (contribute 20 tokens),6 tokens,Member 3 (contribute 0 tokens),0 tokens,Member 1 (contribute 20 tokens),6 tokens,I choose no one,,,,,,,,,,,,,,,,,,43,Female
79,172.58.152.161,16.433333333333334,40-person group,reputation,contribute 0,5,39,0.1282051282051282,6,"neutral
3
","slightly agree
4
",2,"slightly disagree
2
","slightly agree
4
",2,"slightly disagree
2
","neutral
3
",3,2.3333333333333335,Member 2 (contribute 20 tokens),6 tokens,Member 1 (contribute 20 tokens),0 tokens,Member 2 (contribute 0 tokens),0 tokens,Member 2 (contribute 0 tokens),6 tokens,,,,,,,,,,,,,,,,,33,Male
80,67.186.124.82,16.433333333333334,20-person group,reputation,contribute 0,10,19,0.5263157894736842,5,"slightly agree
4
","slightly agree
4
",2,"slightly disagree
2
","slightly disagree
2
",4,"slightly disagree
2
","slightly agree
4
",2,2.6666666666666665,I choose no one,,I choose no one,,Member 3 (contribute 0 tokens),6 tokens,Member 3 (contribute 0 tokens),0 tokens,,,,,,,,,,,,,,,,,62,Female
81,73.215.21.185,16.4,4-person group,reputation,contribute 20,2,3,0.6666666666666666,7,"neutral
3
","slightly agree
4
",2,"neutral
3
","slightly agree
4
",2,"slightly agree
4
","slightly agree
4
",2,2.6666666666666665,Member 1 (contribute 20 tokens),6 tokens,Member 2 (contribute 20 tokens),6 tokens,Member 3 (contribute 0 tokens),6 tokens,I choose no one,,,,,,,,,,,,,,,,,,40,Male
82,197.210.29.219,16.333333333333332,4-person group,reputation,contribute 20,3,3,1,7,"completely disagree
1
","completely agree
5
",1,"completely disagree
1
","completely agree
5
",1,"slightly disagree
2
","completely disagree
1
",5,1.8333333333333333,Member 2 (contribute 20 tokens),0 tokens,Member 2 (contribute 20 tokens),6 tokens,Member 1 (contribute 20 tokens),6 tokens,Member 1 (contribute 0 tokens),0 tokens,,,,,,,,,,,,,,,,,42,Male
83,148.75.96.213,16.316666666666666,20-person group,reputation,contribute 20,19,19,1,7,"completely disagree
1
","completely agree
5
",1,"slightly agree
4
","completely agree
5
",1,"slightly disagree
2
","completely agree
5
",1,1.6666666666666667,Member 2 (contribute 20 tokens),6 tokens,Member 2 (contribute 20 tokens),6 tokens,Member 2 (contribute 0 tokens),6 tokens,Member 3 (contribute 0 tokens),6 tokens,,,,,,,,,,,,,,,,,28,Female
84,99.62.88.55,16.1,4-person group,reputation,contribute 20,2,3,0.6666666666666666,7,"neutral
3
","completely agree
5
",1,"slightly disagree
2
","completely agree
5
",1,"neutral
3
","neutral
3
",3,2.1666666666666665,Member 1 (contribute 20 tokens),6 tokens,Member 1 (contribute 20 tokens),6 tokens,Member 1 (contribute 20 tokens),6 tokens,I choose no one,,,,,,,,,,,,,,,,,,38,Female
85,100.37.32.90,15.933333333333334,4-person group,punishment,contribute 20,3,3,1,7,"completely disagree
1
","completely agree
5
",1,"completely disagree
1
","completely agree
5
",1,"completely disagree
1
","completely agree
5
",1,1,,,,,,,,,3,3,4,0,2,2,6,0,0,5,5,0,4,3,3,0,64,Male
86,172.58.142.133,15.916666666666666,40-person group,control,contribute 20,30,39,0.7692307692307693,6,"completely disagree
1
","completely agree
5
",1,"slightly disagree
2
","completely agree
5
",1,"completely disagree
1
","slightly agree
4
",2,1.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,56,Female
87,71.236.255.139,15.866666666666667,4-person group,control,contribute 20,2,3,0.6666666666666666,5,"neutral
3
","slightly agree
4
",2,"neutral
3
","slightly disagree
2
",4,"neutral
3
","slightly agree
4
",2,2.8333333333333335,,,,,,,,,,,,,,,,,,,,,,,,,23,Male
88,71.120.142.33,15.866666666666667,20-person group,reputation,contribute 0,5,19,0.2631578947368421,3,"neutral
3
","slightly disagree
2
",4,"neutral
3
","slightly agree
4
",2,"neutral
3
","slightly agree
4
",2,2.8333333333333335,Member 1 (contribute 20 tokens),6 tokens,Member 1 (contribute 20 tokens),6 tokens,I choose no one,,I choose no one,,,,,,,,,,,,,,,,,,41,Male
89,98.65.174.135,15.866666666666667,40-person group,punishment,contribute 20,35,39,0.8974358974358975,7,"slightly disagree
2
","slightly agree
4
",2,"slightly disagree
2
","slightly agree
4
",2,"neutral
3
","slightly agree
4
",2,2.1666666666666665,,,,,,,,,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,61,Female
90,197.211.53.240,15.75,40-person group,control,contribute 20,5,39,0.1282051282051282,5,"slightly agree
4
","completely agree
5
",1,"completely agree
5
","neutral
3
",3,"completely agree
5
","slightly agree
4
",2,3.3333333333333335,,,,,,,,,,,,,,,,,,,,,,,,,25,Female
91,135.26.186.244,15.683333333333334,20-person group,punishment,contribute 0,10,19,0.5263157894736842,3,"completely disagree
1
","completely disagree
1
",5,"completely agree
5
","completely disagree
1
",5,"completely disagree
1
","completely disagree
1
",5,3.6666666666666665,,,,,,,,,5,3,2,0,3,3,4,0,6,2,2,0,2,3,5,0,33,Female
92,67.81.223.227,15.683333333333334,20-person group,control,contribute 20,10,19,0.5263157894736842,6,"completely disagree
1
","completely agree
5
",1,"slightly disagree
2
","completely agree
5
",1,"completely disagree
1
","slightly agree
4
",2,1.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,42,Female
93,107.172.201.129,15.616666666666667,20-person group,control,contribute 0,4,19,0.21052631578947367,4,"slightly agree
4
","slightly agree
4
",2,"slightly disagree
2
","neutral
3
",3,"neutral
3
","slightly agree
4
",2,2.6666666666666665,,,,,,,,,,,,,,,,,,,,,,,,,30,Male
94,75.80.209.79,15.4,4-person group,punishment,contribute 20,2,3,0.6666666666666666,5,"slightly disagree
2
","slightly agree
4
",2,"neutral
3
","slightly agree
4
",2,"neutral
3
","slightly disagree
2
",4,2.6666666666666665,,,,,,,,,2,2,2,4,0,0,10,0,0,10,0,0,3,3,3,1,39,Female
95,73.173.95.137,15.4,20-person group,punishment,contribute 20,15,19,0.7894736842105263,5,"completely disagree
1
","slightly agree
4
",2,"slightly disagree
2
","slightly agree
4
",2,"slightly disagree
2
","slightly agree
4
",2,1.8333333333333333,,,,,,,,,4,3,3,0,0,0,10,0,0,5,5,0,4,3,3,0,57,Female
96,66.175.157.161,15.383333333333333,20-person group,punishment,contribute 20,10,19,0.5263157894736842,6,"slightly disagree
2
","slightly agree
4
",2,"neutral
3
","slightly agree
4
",2,"slightly disagree
2
","neutral
3
",3,2.3333333333333335,,,,,,,,,1,3,3,3,3,1,3,3,1,3,3,3,3,3,3,1,54,Female
97,71.197.160.59,15.283333333333333,20-person group,punishment,contribute 20,17,19,0.8947368421052632,6,"neutral
3
","completely agree
5
",1,"completely disagree
1
","completely agree
5
",1,"completely disagree
1
","completely agree
5
",1,1.3333333333333333,,,,,,,,,0,0,0,10,2,2,2,4,1,1,1,7,1,1,1,7,50,Female
98,174.218.26.68,15.233333333333333,40-person group,reputation,contribute 20,25,39,0.6410256410256411,7,"slightly disagree
2
","slightly agree
4
",2,"completely disagree
1
","completely agree
5
",1,"completely disagree
1
","completely agree
5
",1,1.3333333333333333,Member 2 (contribute 20 tokens),6 tokens,Member 1 (contribute 20 tokens),6 tokens,Member 1 (contribute 20 tokens),6 tokens,I choose no one,,,,,,,,,,,,,,,,,,29,Male
99,72.181.120.155,15.2,4-person group,punishment,contribute 20,3,3,1,7,"slightly disagree
2
","completely agree
5
",1,"completely disagree
1
","completely agree
5
",1,"completely disagree
1
","neutral
3
",3,1.5,,,,,,,,,0,0,0,10,0,0,5,5,0,3,3,4,3,3,3,1,28,Female
100,174.101.166.154,15.166666666666666,20-person group,control,contribute 0,2,19,0.10526315789473684,6,"slightly disagree
2
","completely agree
5
",1,"completely disagree
1
","completely agree
5
",1,"completely disagree
1
","completely agree
5
",1,1.1666666666666667,,,,,,,,,,,,,,,,,,,,,,,,,47,Female
101,70.167.141.170,15.1,20-person group,reputation,contribute 0,14,19,0.7368421052631579,5,"completely disagree
1
","slightly agree
4
",2,"neutral
3
","completely agree
5
",1,"completely disagree
1
","slightly agree
4
",2,1.6666666666666667,I choose no one,,I choose no one,,I choose no one,,I choose no one,,,,,,,,,,,,,,,,,,34,Female
102,66.191.21.59,15,20-person group,reputation,contribute 20,16,19,0.8421052631578947,7,"completely disagree
1
","completely agree
5
",1,"completely disagree
1
","completely agree
5
",1,"completely disagree
1
","completely agree
5
",1,1,Member 3 (contribute 20 tokens),6 tokens,Member 1 (contribute 20 tokens),6 tokens,Member 1 (contribute 20 tokens),6 tokens,Member 1 (contribute 0 tokens),6 tokens,,,,,,,,,,,,,,,,,49,Female
103,12.179.165.179,14.983333333333333,4-person group,punishment,contribute 20,2,3,0.6666666666666666,7,"completely disagree
1
","completely agree
5
",1,"completely disagree
1
","completely agree
5
",1,"completely disagree
1
","completely agree
5
",1,1,,,,,,,,,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,64,Male
104,47.34.147.135,14.9,40-person group,punishment,contribute 20,34,39,0.8717948717948718,6,"neutral
3
","completely agree
5
",1,"slightly disagree
2
","completely agree
5
",1,"neutral
3
","completely agree
5
",1,1.8333333333333333,,,,,,,,,0,0,0,10,0,0,5,5,0,3,3,4,2,2,2,4,59,Female
105,71.93.108.88,14.883333333333333,40-person group,punishment,contribute 20,30,39,0.7692307692307693,6,"slightly disagree
2
","slightly agree
4
",2,"slightly disagree
2
","slightly agree
4
",2,"slightly disagree
2
","slightly agree
4
",2,2,,,,,,,,,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,30,Male
106,108.85.67.12,14.866666666666667,20-person group,punishment,contribute 20,7,19,0.3684210526315789,5,"neutral
3
","completely agree
5
",1,"slightly disagree
2
","completely agree
5
",1,"slightly disagree
2
","completely agree
5
",1,1.6666666666666667,,,,,,,,,3,3,4,0,2,2,6,0,1,4,4,1,3,3,3,1,6,Female
107,73.225.48.198,14.783333333333333,4-person group,reputation,contribute 0,2,3,0.6666666666666666,3,"slightly agree
4
","slightly disagree
2
",4,"slightly agree
4
","slightly disagree
2
",4,"slightly agree
4
","slightly disagree
2
",4,4,I choose no one,,I choose no one,,I choose no one,,I choose no one,,,,,,,,,,,,,,,,,,49,Male
108,97.92.247.181,14.7,40-person group,punishment,contribute 20,23,39,0.5897435897435898,5,"neutral
3
","slightly agree
4
",2,"slightly agree
4
","neutral
3
",3,"slightly agree
4
","slightly disagree
2
",4,3.3333333333333335,,,,,,,,,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,44,Male
109,67.138.11.174,14.666666666666666,20-person group,punishment,contribute 20,13,19,0.6842105263157895,5,"slightly agree
4
","slightly agree
4
",2,"neutral
3
","slightly agree
4
",2,"completely agree
5
","slightly agree
4
",2,3,,,,,,,,,3,4,3,0,3,4,3,0,0,0,0,10,0,0,0,10,47,Female
110,208.58.42.11,14.65,40-person group,punishment,contribute 20,20,39,0.5128205128205128,4,"completely disagree
1
","neutral
3
",3,"slightly agree
4
","slightly agree
4
",2,"slightly disagree
2
","slightly agree
4
",2,2.3333333333333335,,,,,,,,,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,67,Male
111,69.125.43.221,14.533333333333333,40-person group,reputation,contribute 20,10,39,0.2564102564102564,7,"neutral
3
","completely agree
5
",1,"neutral
3
","slightly agree
4
",2,"slightly disagree
2
","slightly disagree
2
",4,2.5,Member 2 (contribute 20 tokens),6 tokens,Member 2 (contribute 20 tokens),6 tokens,Member 1 (contribute 20 tokens),6 tokens,Member 2 (contribute 0 tokens),0 tokens,,,,,,,,,,,,,,,,,34,Female
112,99.195.54.98,14.516666666666667,20-person group,control,contribute 20,17,19,0.8947368421052632,7,"neutral
3
","neutral
3
",3,"neutral
3
","completely agree
5
",1,"completely disagree
1
","completely agree
5
",1,2,,,,,,,,,,,,,,,,,,,,,,,,,30,Male
113,73.189.147.24,14.516666666666667,40-person group,punishment,contribute 20,33,39,0.8461538461538461,5,"slightly disagree
2
","completely agree
5
",1,"completely disagree
1
","completely agree
5
",1,"completely disagree
1
","completely agree
5
",1,1.1666666666666667,,,,,,,,,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,54,Male
114,23.120.253.247,14.5,4-person group,reputation,contribute 20,2,3,0.6666666666666666,6,"slightly agree
4
","slightly agree
4
",2,"completely agree
5
","slightly agree
4
",2,"slightly agree
4
","slightly agree
4
",2,3.1666666666666665,Member 1 (contribute 20 tokens),6 tokens,Member 1 (contribute 20 tokens),6 tokens,Member 1 (contribute 20 tokens),6 tokens,I choose no one,,,,,,,,,,,,,,,,,,31,Male
115,73.82.190.120,14.5,4-person group,punishment,contribute 20,2,3,0.6666666666666666,5,"neutral
3
","completely agree
5
",1,"completely disagree
1
","slightly agree
4
",2,"slightly disagree
2
","completely agree
5
",1,1.6666666666666667,,,,,,,,,3,3,4,0,3,3,3,1,0,5,5,0,3,4,3,0,33,Female
116,72.172.16.21,14.45,40-person group,punishment,contribute 0,20,39,0.5128205128205128,3,"slightly agree
4
","neutral
3
",3,"slightly agree
4
","slightly disagree
2
",4,"slightly agree
4
","completely disagree
1
",5,4,,,,,,,,,3,3,3,1,5,5,0,0,10,0,0,0,0,0,0,10,36,Male
117,71.120.98.174,14.4,20-person group,punishment,contribute 20,5,19,0.2631578947368421,3,"slightly agree
4
","slightly disagree
2
",4,"slightly disagree
2
","completely agree
5
",1,"neutral
3
","slightly agree
4
",2,2.6666666666666665,,,,,,,,,,,0,10,,0,3,7,0,2,2,6,0,0,0,10,25,Male
118,142.129.32.20,14.383333333333333,40-person group,punishment,contribute 0,20,39,0.5128205128205128,3,"slightly agree
4
","slightly disagree
2
",4,"slightly agree
4
","slightly disagree
2
",4,"completely agree
5
","slightly disagree
2
",4,4.166666666666667,,,,,,,,,0,0,0,10,0,0,7,3,0,5,5,0,3,3,3,1,40,Male
119,73.66.232.103,14.35,4-person group,reputation,contribute 20,3,3,1,7,"slightly disagree
2
","neutral
3
",3,"slightly agree
4
","slightly disagree
2
",4,"slightly agree
4
","slightly disagree
2
",4,3.5,Member 1 (contribute 20 tokens),6 tokens,Member 1 (contribute 20 tokens),6 tokens,Member 1 (contribute 20 tokens),6 tokens,I choose no one,,,,,,,,,,,,,,,,,,24,Female
120,50.108.183.181,14.3,4-person group,punishment,contribute 20,2,3,0.6666666666666666,7,"completely disagree
1
","completely agree
5
",1,"completely disagree
1
","completely agree
5
",1,"completely disagree
1
","completely agree
5
",1,1,,,,,,,,,0,0,0,10,0,0,0,10,0,1,1,8,2,2,2,4,31,Female
121,23.115.22.34,14.233333333333333,4-person group,reputation,contribute 20,2,3,0.6666666666666666,6,"slightly disagree
2
","completely agree
5
",1,"slightly disagree
2
","slightly agree
4
",2,"completely disagree
1
","slightly agree
4
",2,1.6666666666666667,Member 3 (contribute 20 tokens),6 tokens,Member 2 (contribute 20 tokens),6 tokens,Member 1 (contribute 20 tokens),6 tokens,I choose no one,,,,,,,,,,,,,,,,,,44,Male
122,107.77.165.5,14.2,20-person group,control,contribute 0,10,19,0.5263157894736842,5,"slightly agree
4
","neutral
3
",3,"slightly agree
4
","slightly agree
4
",2,"slightly agree
4
","neutral
3
",3,3.3333333333333335,,,,,,,,,,,,,,,,,,,,,,,,,21,Female
123,23.121.163.116,14.083333333333334,4-person group,punishment,contribute 20,3,3,1,7,"neutral
3
","neutral
3
",3,"slightly agree
4
","slightly disagree
2
",4,"slightly agree
4
","slightly agree
4
",2,3.3333333333333335,,,,,,,,,0,0,0,10,0,0,0,10,0,0,0,10,0,0,10,0,32,Male
124,207.255.35.44,14.083333333333334,4-person group,reputation,contribute 20,3,3,1,7,"neutral
3
","completely agree
5
",1,"slightly disagree
2
","slightly agree
4
",2,"slightly disagree
2
","slightly agree
4
",2,2,Member 2 (contribute 20 tokens),6 tokens,Member 2 (contribute 20 tokens),6 tokens,Member 1 (contribute 20 tokens),6 tokens,I choose no one,,,,,,,,,,,,,,,,,,50,Male
125,71.227.126.183,14.05,20-person group,reputation,contribute 20,17,19,0.8947368421052632,7,"neutral
3
","slightly disagree
2
",4,"slightly agree
4
","slightly disagree
2
",4,"slightly agree
4
","neutral
3
",3,3.6666666666666665,Member 3 (contribute 20 tokens),6 tokens,Member 2 (contribute 20 tokens),6 tokens,Member 1 (contribute 20 tokens),6 tokens,I choose no one,,,,,,,,,,,,,,,,,,38,Female
126,107.77.215.59,14.033333333333333,4-person group,punishment,contribute 20,2,3,0.6666666666666666,4,"slightly disagree
2
","neutral
3
",3,"slightly agree
4
","slightly disagree
2
",4,"completely agree
5
","completely disagree
1
",5,3.8333333333333335,,,,,,,,,3,6,1,0,4,4,2,0,8,1,1,0,6,2,2,0,20,Male
127,185.217.69.148,14.016666666666667,4-person group,punishment,contribute 20,2,3,0.6666666666666666,7,"completely disagree
1
","completely agree
5
",1,"completely disagree
1
","completely agree
5
",1,"completely disagree
1
","completely agree
5
",1,1,,,,,,,,,0,0,0,10,0,0,0,10,1,1,1,7,3,3,3,1,27,Female
128,69.180.153.211,14.016666666666667,4-person group,punishment,contribute 20,1,3,0.3333333333333333,4,"slightly disagree
2
","neutral
3
",3,"slightly agree
4
","slightly disagree
2
",4,"neutral
3
","neutral
3
",3,3.1666666666666665,,,,,,,,,1,3,3,3,3,1,3,3,3,3,1,3,3,3,3,1,58,Female
129,68.61.71.202,13.983333333333333,4-person group,punishment,contribute 20,2,3,0.6666666666666666,6,"completely disagree
1
","slightly agree
4
",2,"slightly disagree
2
","completely agree
5
",1,"slightly disagree
2
","neutral
3
",3,1.8333333333333333,,,,,,,,,0,0,0,10,0,0,10,0,0,5,5,0,3,3,3,1,49,Female
130,174.110.195.252,13.966666666666667,40-person group,punishment,contribute 0,38,39,0.9743589743589743,6,"completely disagree
1
","completely agree
5
",1,"completely disagree
1
","completely agree
5
",1,"completely disagree
1
","completely agree
5
",1,1,,,,,,,,,3,3,4,0,5,5,0,0,10,0,0,0,3,4,3,0,26,Female
131,100.34.35.235,13.9,4-person group,reputation,contribute 0,0,3,0,1,"neutral
3
","neutral
3
",3,"neutral
3
","neutral
3
",3,"neutral
3
","neutral
3
",3,3,I choose no one,,I choose no one,,I choose no one,,I choose no one,,,,,,,,,,,,,,,,,,27,Female
132,73.109.179.52,13.85,4-person group,reputation,contribute 20,2,3,0.6666666666666666,5,"completely disagree
1
","completely agree
5
",1,"completely disagree
1
","completely agree
5
",1,"completely disagree
1
","completely agree
5
",1,1,Member 2 (contribute 20 tokens),6 tokens,Member 2 (contribute 20 tokens),6 tokens,Member 1 (contribute 20 tokens),6 tokens,I choose no one,,,,,,,,,,,,,,,,,,60,Female
133,67.49.60.107,13.833333333333334,4-person group,control,contribute 20,3,3,1,7,"completely disagree
1
","neutral
3
",3,"completely disagree
1
","completely agree
5
",1,"completely disagree
1
","neutral
3
",3,1.6666666666666667,,,,,,,,,,,,,,,,,,,,,,,,,27,Female
134,99.67.160.193,13.816666666666666,4-person group,punishment,contribute 20,2,3,0.6666666666666666,5,"neutral
3
","slightly agree
4
",2,"slightly agree
4
","slightly agree
4
",2,"neutral
3
","neutral
3
",3,2.8333333333333335,,,,,,,,,2,3,3,2,3,2,2,3,3,3,3,1,1,2,2,5,65,Female
135,104.129.131.234,13.783333333333333,20-person group,reputation,contribute 0,1,19,0.05263157894736842,3,"slightly disagree
2
","neutral
3
",3,"slightly agree
4
","neutral
3
",3,"completely agree
5
","slightly agree
4
",2,3.1666666666666665,Member 2 (contribute 20 tokens),6 tokens,Member 3 (contribute 0 tokens),0 tokens,Member 1 (contribute 20 tokens),0 tokens,Member 3 (contribute 0 tokens),6 tokens,,,,,,,,,,,,,,,,,31,Male
