Soc_Ref,Persec,Paranoia,Age,Gender,earnmore,harmme,frame,frame_bin,fairness,fair_bin,believe_real,similarHITS,role,role_bin,,Key,
46,41,87,29,Female,2,2,give,0,fair,0,5,1,bystander,0,,,
21,16,37,67,Male,100,0,take,1,stingy,1,3,3,bystander,0,,,
21,18,39,43,Female,44,16,give,0,fair,0,3,2,bystander,0,,,
19,17,36,26,Female,100,0,take,1,stingy,1,1,5,bystander,0,,,
36,26,62,50,Female,27,57,give,0,fair,0,5,4,bystander,0,,,
16,16,32,33,Male,100,0,give,0,stingy,1,5,1,bystander,0,,,
16,17,33,28,Female,100,29,give,0,stingy,1,4,3,bystander,0,,,
28,24,52,43,Female,92,14,give,0,stingy,1,5,1,bystander,0,,,
37,28,65,43,Male,76,0,take,1,fair,0,4,5,bystander,0,,,
17,16,33,27,Female,100,0,give,0,stingy,1,5,2,bystander,0,,,
37,17,54,31,Female,100,38,take,1,stingy,1,4,4,bystander,0,,,
30,17,47,27,Female,50,0,give,0,fair,0,1,3,bystander,0,,,
17,16,33,20,Male,23,7,take,1,fair,0,2,3,bystander,0,,,
49,48,97,32,Female,80,85,give,0,fair,0,4,4,bystander,0,,,
25,16,41,44,Female,100,33,take,1,stingy,1,3,4,bystander,0,,,
17,16,33,37,Female,73,0,take,1,fair,0,3,4,bystander,0,,,
59,62,121,37,Female,27,0,give,0,fair,0,2,4,bystander,0,,,
20,16,36,42,Male,100,0,give,0,stingy,1,5,5,bystander,0,,,
23,17,40,35,Male,100,0,give,0,stingy,1,2,4,bystander,0,,,
53,43,96,29,Female,98,70,take,1,stingy,1,4,3,bystander,0,,,
27,24,51,25,Female,81,64,take,1,stingy,1,2,4,bystander,0,,,
29,22,51,39,Male,71,10,take,1,fair,0,4,4,bystander,0,,,
17,17,34,41,Male,60,0,take,1,fair,0,3,4,bystander,0,,,
20,16,36,37,Female,73,17,take,1,fair,0,5,3,bystander,0,,,
25,16,41,26,Female,81,0,take,1,fair,0,5,4,bystander,0,,,
20,18,38,29,Female,18,0,take,1,fair,0,1,3,bystander,0,,,
28,30,58,49,Female,100,0,give,0,stingy,1,5,1,bystander,0,,,
24,23,47,35,Female,100,0,take,1,stingy,1,5,4,bystander,0,,,
52,55,107,28,Female,79,25,give,0,stingy,1,4,4,bystander,0,,,
59,56,115,31,Female,51,21,give,0,fair,0,3,1,bystander,0,,,
24,17,41,42,Female,100,100,give,0,stingy,1,2,4,bystander,0,,,
44,32,76,34,Male,100,33,take,1,stingy,1,1,3,bystander,0,,,
41,51,92,35,Male,100,0,take,1,stingy,1,2,3,bystander,0,,,
16,16,32,51,Female,46,20,give,0,fair,0,3,4,bystander,0,,,
30,25,55,29,Male,93,55,take,1,stingy,1,5,3,bystander,0,,,
27,16,43,32,Male,75,17,take,1,fair,0,5,4,bystander,0,,,
21,26,47,33,Male,66,1,give,0,stingy,1,5,4,bystander,0,,,
24,17,41,36,Female,97,95,give,0,stingy,1,3,2,bystander,0,,,
31,23,54,32,Female,50,0,give,0,fair,0,4,3,bystander,0,,,
69,70,139,34,Male,100,78,give,0,fair,0,4,4,bystander,0,,,
17,16,33,34,Male,100,17,take,1,stingy,1,5,4,bystander,0,,,
16,16,32,37,Female,20,0,give,0,fair,0,3,3,bystander,0,,,
38,28,66,41,Female,12,80,take,1,stingy,1,4,2,bystander,0,,,
17,16,33,41,Male,100,0,take,1,stingy,1,5,4,bystander,0,,,
16,16,32,58,Female,100,100,take,1,stingy,1,3,3,bystander,0,,,
21,16,37,39,Male,92,8,give,0,stingy,1,5,3,bystander,0,,,
16,16,32,53,Female,92,28,take,1,stingy,1,4,4,bystander,0,,,
29,18,47,30,Female,62,0,give,0,fair,0,4,1,bystander,0,,,
45,25,70,31,Male,100,0,take,1,stingy,1,1,4,bystander,0,,,
22,16,38,51,Male,100,0,take,1,fair,0,1,3,bystander,0,,,
16,16,32,58,Female,100,0,give,0,stingy,1,1,4,bystander,0,,,
16,16,32,54,Female,100,0,give,0,stingy,1,5,5,bystander,0,,,
22,16,38,50,Male,11,5,take,1,fair,0,4,3,bystander,0,,,
39,62,101,26,Male,80,20,take,1,stingy,1,3,2,bystander,0,,,
17,16,33,35,Male,58,0,give,0,fair,0,4,4,bystander,0,,,
20,16,36,26,Male,100,0,take,1,stingy,1,2,3,bystander,0,,,
16,16,32,36,Female,100,0,give,0,stingy,1,3,3,bystander,0,,,
51,37,88,45,Male,24,0,give,0,fair,0,4,4,bystander,0,,,
16,16,32,34,Female,100,3,take,1,stingy,1,5,3,bystander,0,,,
24,18,42,32,Female,83,14,take,1,stingy,1,3,4,bystander,0,,,
18,16,34,27,Female,61,35,take,1,fair,0,5,3,bystander,0,,,
16,16,32,50,Female,50,0,take,1,fair,0,1,4,bystander,0,,,
27,21,48,27,Female,100,0,give,0,stingy,1,5,3,bystander,0,,,
35,29,64,25,Male,67,38,take,1,fair,0,2,3,bystander,0,,,
21,17,38,33,Male,100,0,give,0,stingy,1,3,3,bystander,0,,,
16,16,32,35,Female,100,37,give,0,stingy,1,4,1,bystander,0,,,
18,18,36,50,Male,74,15,take,1,fair,0,4,3,bystander,0,,,
23,23,46,43,Female,0,0,give,0,fair,0,3,4,bystander,0,,,
43,41,84,41,Female,74,25,take,1,fair,0,2,2,bystander,0,,,
41,26,67,49,Female,94,8,take,1,stingy,1,2,2,bystander,0,,,
16,16,32,61,Male,90,9,take,1,fair,0,4,4,bystander,0,,,
16,16,32,24,Female,36,34,take,1,fair,0,2,4,bystander,0,,,
16,18,34,23,Female,26,2,give,0,fair,0,1,4,bystander,0,,,
31,23,54,40,Female,100,0,give,0,stingy,1,5,2,bystander,0,,,
42,33,75,31,Male,27,0,take,1,fair,0,5,3,bystander,0,,,
45,35,80,41,Male,24,31,give,0,fair,0,3,3,bystander,0,,,
28,18,46,41,Male,76,10,take,1,fair,0,4,2,bystander,0,,,
21,18,39,31,Male,88,30,give,0,stingy,1,4,5,bystander,0,,,
40,47,87,31,Male,100,0,take,1,stingy,1,5,2,bystander,0,,,
26,18,44,25,Female,100,17,give,0,stingy,1,4,4,bystander,0,,,
17,22,39,35,Male,97,24,take,1,stingy,1,4,3,bystander,0,,,
26,34,60,34,Female,100,0,take,1,fair,0,5,2,bystander,0,,,
18,18,36,38,Female,100,0,take,1,stingy,1,4,4,bystander,0,,,
16,16,32,56,Female,100,0,give,0,stingy,1,3,2,bystander,0,,,
28,16,44,35,Male,0,0,give,0,fair,0,5,4,bystander,0,,,
31,40,71,45,Male,100,21,give,0,stingy,1,4,5,bystander,0,,,
24,32,56,31,Male,82,15,give,0,stingy,1,1,3,bystander,0,,,
40,17,57,31,Female,31,0,give,0,fair,0,3,4,bystander,0,,,
41,35,76,49,Female,26,70,take,1,fair,0,4,4,bystander,0,,,
16,16,32,30,Female,27,31,give,0,fair,0,1,3,bystander,0,,,
47,25,72,29,Female,27,17,take,1,fair,0,4,4,bystander,0,,,
20,18,38,54,Female,98,100,give,0,stingy,1,5,1,bystander,0,,,
33,44,77,32,Female,100,68,take,1,stingy,1,5,3,bystander,0,,,
31,19,50,21,Female,100,8,take,1,fair,0,5,4,bystander,0,,,
29,28,57,39,Male,48,49,take,1,fair,0,3,3,bystander,0,,,
23,20,43,33,Female,100,0,give,0,stingy,1,5,3,bystander,0,,,
20,28,48,62,Female,48,0,give,0,fair,0,4,4,bystander,0,,,
29,24,53,31,Female,45,12,take,1,fair,0,4,3,bystander,0,,,
19,16,35,70,Male,98,6,take,1,stingy,1,2,3,bystander,0,,,
18,16,34,27,Male,92,7,give,0,stingy,1,2,4,bystander,0,,,
45,41,86,37,Female,0,0,give,0,fair,0,3,4,bystander,0,,,
16,16,32,39,Female,100,0,take,1,stingy,1,4,2,bystander,0,,,
30,43,73,28,Female,100,23,take,1,stingy,1,5,3,bystander,0,,,
25,21,46,55,Female,68,21,take,1,fair,0,4,2,bystander,0,,,
16,16,32,46,Female,100,22,give,0,stingy,1,4,3,bystander,0,,,
26,41,67,25,Female,69,35,give,0,fair,0,4,4,bystander,0,,,
16,17,33,57,Male,99,0,give,0,stingy,1,5,3,bystander,0,,,
32,28,60,23,Female,63,7,give,0,fair,0,1,3,bystander,0,,,
16,16,32,70,Female,100,100,take,1,stingy,1,3,4,bystander,0,,,
39,38,77,22,Female,96,27,take,1,stingy,1,5,1,bystander,0,,,
51,25,76,32,Male,100,14,give,0,stingy,1,1,4,bystander,0,,,
18,19,37,34,Male,0,0,give,0,fair,0,4,2,bystander,0,,,
25,26,51,48,Female,97,7,take,1,stingy,1,5,3,bystander,0,,,
22,17,39,29,Female,82,0,take,1,fair,0,5,4,bystander,0,,,
25,19,44,23,Female,90,35,take,1,fair,0,4,3,bystander,0,,,
16,16,32,57,Female,92,8,take,1,fair,0,5,3,bystander,0,,,
47,35,82,29,Male,100,0,give,0,stingy,1,5,1,bystander,0,,,
35,22,57,36,Female,96,73,take,1,stingy,1,4,2,bystander,0,,,
23,22,45,24,Male,100,3,give,0,stingy,1,3,1,bystander,0,,,
17,21,38,30,Male,48,0,give,0,fair,0,5,3,bystander,0,,,
27,17,44,20,Male,93,8,take,1,fair,0,2,4,bystander,0,,,
33,20,53,39,Male,73,0,take,1,fair,0,4,3,bystander,0,,,
28,32,60,35,Male,100,0,take,1,stingy,1,2,2,bystander,0,,,
23,17,40,30,Male,100,0,give,0,stingy,1,5,3,bystander,0,,,
18,16,34,46,Female,100,0,give,0,stingy,1,1,3,bystander,0,,,
37,22,59,22,Male,100,2,take,1,fair,0,5,4,bystander,0,,,
23,17,40,45,Female,100,0,give,0,stingy,1,5,4,bystander,0,,,
28,19,47,37,Female,100,0,give,0,stingy,1,5,5,bystander,0,,,
34,34,68,60,Female,10,0,give,0,fair,0,5,2,bystander,0,,,
17,16,33,41,Female,82,10,take,1,fair,0,5,4,bystander,0,,,
16,16,32,38,Female,90,93,take,1,stingy,1,4,4,bystander,0,,,
16,16,32,38,Female,100,0,take,1,stingy,1,5,2,bystander,0,,,
44,46,90,30,Male,100,23,take,1,fair,0,5,1,bystander,0,,,
21,20,41,28,Female,0,0,give,0,fair,0,5,3,bystander,0,,,
26,27,53,21,Female,31,0,give,0,fair,0,5,4,bystander,0,,,
16,16,32,46,Female,49,41,take,1,fair,0,5,3,bystander,0,,,
20,18,38,63,Female,100,0,give,0,stingy,1,5,4,bystander,0,,,
32,20,52,26,Male,100,39,take,1,stingy,1,3,4,bystander,0,,,
16,16,32,61,Female,90,10,take,1,fair,0,5,3,bystander,0,,,
19,19,38,33,Male,100,0,take,1,fair,0,5,2,bystander,0,,,
25,20,45,57,Male,100,0,give,0,stingy,1,4,1,bystander,0,,,
22,18,40,31,Male,91,1,give,0,fair,0,5,4,bystander,0,,,
23,16,39,35,Female,0,0,give,0,fair,0,3,1,bystander,0,,,
21,21,42,50,Female,100,0,give,0,stingy,1,1,3,bystander,0,,,
17,16,33,44,Male,0,0,give,0,fair,0,4,4,bystander,0,,,
21,30,51,38,Female,81,16,give,0,fair,0,5,4,bystander,0,,,
20,17,37,36,Female,71,7,take,1,fair,0,4,3,bystander,0,,,
31,26,57,43,Female,100,100,take,1,stingy,1,3,1,bystander,0,,,
26,16,42,26,Male,100,0,give,0,stingy,1,1,3,bystander,0,,,
24,21,45,35,Male,98,23,give,0,stingy,1,4,3,bystander,0,,,
62,46,108,22,Female,100,0,take,1,fair,0,1,3,bystander,0,,,
34,32,66,34,Male,44,33,take,1,fair,0,3,3,bystander,0,,,
28,26,54,36,Female,92,1,give,0,stingy,1,3,4,bystander,0,,,
22,17,39,53,Female,95,0,give,0,fair,0,4,4,bystander,0,,,
24,18,42,30,Female,65,12,take,1,fair,0,4,4,bystander,0,,,
45,30,75,32,Female,100,33,take,1,fair,0,4,2,bystander,0,,,
33,23,56,43,Female,51,0,take,1,fair,0,5,4,bystander,0,,,
25,22,47,40,Male,100,0,give,0,stingy,1,4,4,bystander,0,,,
43,30,73,29,Male,50,50,give,0,fair,0,5,1,bystander,0,,,
21,16,37,24,Female,30,19,give,0,fair,0,4,3,bystander,0,,,
21,19,40,61,Female,91,9,take,1,stingy,1,5,2,bystander,0,,,
20,16,36,38,Female,100,0,give,0,stingy,1,4,3,bystander,0,,,
19,17,36,56,Female,51,29,take,1,fair,0,1,3,bystander,0,,,
47,52,99,21,Female,23,3,take,1,fair,0,3,4,bystander,0,,,
19,17,36,41,Female,100,0,take,1,stingy,1,4,3,bystander,0,,,
46,48,94,34,Female,14,15,give,0,fair,0,4,4,bystander,0,,,
24,18,42,25,Female,97,76,take,1,stingy,1,3,3,bystander,0,,,
48,48,96,24,Male,78,22,give,0,stingy,1,5,2,bystander,0,,,
32,41,73,50,Female,100,37,give,0,stingy,1,5,2,bystander,0,,,
36,31,67,43,Female,97,3,give,0,fair,0,4,5,bystander,0,,,
27,21,48,36,Male,0,0,take,1,fair,0,4,3,bystander,0,,,
42,29,71,31,Female,100,23,give,0,stingy,1,2,3,bystander,0,,,
18,16,34,49,Male,100,0,give,0,stingy,1,3,5,bystander,0,,,
16,16,32,34,Female,99,0,give,0,stingy,1,3,1,bystander,0,,,
29,17,46,27,Female,99,4,take,1,stingy,1,5,2,bystander,0,,,
46,52,98,30,Male,61,68,take,1,stingy,1,4,4,bystander,0,,,
21,16,37,41,Male,100,0,give,0,stingy,1,5,4,bystander,0,,,
36,17,53,53,Female,83,25,take,1,fair,0,4,1,bystander,0,,,
17,16,33,43,Male,100,0,take,1,stingy,1,3,3,bystander,0,,,
33,16,49,45,Female,77,9,give,0,fair,0,4,4,bystander,0,,,
16,16,32,28,Male,82,27,take,1,fair,0,5,4,bystander,0,,,
31,26,57,28,Male,100,16,take,1,fair,0,5,2,bystander,0,,,
25,22,47,34,Female,100,0,take,1,fair,0,4,5,bystander,0,,,
18,16,34,29,Female,100,0,take,1,stingy,1,5,3,bystander,0,,,
21,16,37,19,Male,100,0,give,0,stingy,1,5,1,bystander,0,,,
17,16,33,23,Female,67,22,take,1,fair,0,3,4,bystander,0,,,
17,17,34,31,Male,100,0,take,1,fair,0,2,5,bystander,0,,,
43,32,75,38,Female,90,17,give,0,stingy,1,3,3,bystander,0,,,
21,28,49,41,Male,99,7,give,0,stingy,1,2,4,bystander,0,,,
24,19,43,56,Female,98,23,give,0,stingy,1,5,4,bystander,0,,,
32,16,48,58,Female,100,9,take,1,fair,0,1,1,bystander,0,,,
52,45,97,26,Male,31,35,take,1,fair,0,3,3,bystander,0,,,
18,16,34,62,Male,83,29,take,1,stingy,1,5,2,bystander,0,,,
21,18,39,34,Female,51,51,give,0,stingy,1,4,3,bystander,0,,,
25,18,43,38,Female,94,8,give,0,stingy,1,3,4,bystander,0,,,
72,75,147,21,Male,100,18,take,1,fair,0,5,1,bystander,0,,,
23,46,69,32,Female,18,15,give,0,fair,0,3,4,bystander,0,,,
31,36,67,55,Female,98,2,give,0,stingy,1,4,3,bystander,0,,,
28,22,50,44,Female,100,0,give,0,stingy,1,3,4,bystander,0,,,
27,16,43,43,Female,70,100,take,1,stingy,1,3,4,bystander,0,,,
31,19,50,37,Female,33,73,take,1,fair,0,4,4,bystander,0,,,
29,23,52,64,Female,24,60,take,1,fair,0,2,4,bystander,0,,,
35,29,64,34,Female,37,15,give,0,fair,0,4,3,bystander,0,,,
21,18,39,25,Female,74,26,give,0,fair,0,4,2,bystander,0,,,
22,17,39,23,Female,88,7,give,0,stingy,1,4,3,bystander,0,,,
17,16,33,61,Female,84,36,take,1,fair,0,5,4,bystander,0,,,
21,16,37,29,Female,5,7,give,0,fair,0,5,3,bystander,0,,,
18,17,35,34,Male,100,0,give,0,stingy,1,5,4,bystander,0,,,
22,19,41,47,Female,99,54,take,1,stingy,1,5,3,bystander,0,,,
19,16,35,28,Female,100,100,take,1,stingy,1,5,2,bystander,0,,,
24,28,52,41,Female,82,9,take,1,fair,0,2,3,bystander,0,,,
24,27,51,43,Male,62,62,take,1,fair,0,2,4,bystander,0,,,
16,16,32,39,Female,31,29,take,1,fair,0,3,4,bystander,0,,,
24,21,45,29,Male,100,0,give,0,stingy,1,3,4,bystander,0,,,
21,19,40,56,Male,4,0,give,0,fair,0,2,5,bystander,0,,,
24,38,62,44,Female,42,43,give,0,fair,0,1,2,bystander,0,,,
42,38,80,35,Male,81,91,take,1,stingy,1,4,5,bystander,0,,,
49,60,109,50,Female,85,14,take,1,stingy,1,3,4,bystander,0,,,
19,17,36,80,Female,8,0,give,0,fair,0,4,2,bystander,0,,,
29,20,49,24,Male,100,44,take,1,fair,0,1,2,bystander,0,,,
16,16,32,34,Female,21,22,take,1,fair,0,5,3,bystander,0,,,
34,35,69,36,Female,100,20,take,1,fair,0,5,3,bystander,0,,,
18,16,34,41,Male,2,3,give,0,fair,0,4,4,bystander,0,,,
21,16,37,18,Male,88,16,give,0,stingy,1,3,2,bystander,0,,,
51,25,76,30,Male,100,0,give,0,stingy,1,1,4,bystander,0,,,
22,23,45,60,Female,51,0,give,0,fair,0,1,3,bystander,0,,,
51,50,101,28,Male,18,10,give,0,fair,0,2,2,bystander,0,,,
23,18,41,24,Male,100,7,give,0,stingy,1,4,4,bystander,0,,,
28,19,47,27,Male,20,0,give,0,fair,0,4,3,bystander,0,,,
20,16,36,34,Male,100,0,give,0,stingy,1,1,5,bystander,0,,,
21,21,42,26,Female,56,35,take,1,fair,0,4,3,bystander,0,,,
33,49,82,44,Female,88,13,take,1,stingy,1,5,5,bystander,0,,,
38,22,60,20,Female,57,45,give,0,stingy,1,3,2,bystander,0,,,
16,16,32,38,Female,100,27,give,0,fair,0,1,4,bystander,0,,,
30,19,49,28,Female,13,0,give,0,fair,0,5,3,bystander,0,,,
39,26,65,36,Female,89,84,give,0,stingy,1,5,3,bystander,0,,,
16,16,32,29,Female,100,0,take,1,stingy,1,3,1,bystander,0,,,
25,17,42,31,Female,100,13,take,1,stingy,1,1,5,bystander,0,,,
25,17,42,62,Male,51,51,give,0,fair,0,4,5,bystander,0,,,
19,16,35,22,Female,100,60,take,1,stingy,1,5,3,bystander,0,,,
58,62,120,54,Female,100,0,give,0,stingy,1,5,1,bystander,0,,,
16,16,32,31,Male,100,0,take,1,stingy,1,3,2,bystander,0,,,
26,19,45,53,Male,100,0,give,0,stingy,1,1,1,bystander,0,,,
24,17,41,26,Male,100,0,take,1,fair,0,5,3,bystander,0,,,
29,45,74,35,Male,92,3,take,1,stingy,1,1,3,bystander,0,,,
24,37,61,53,Female,100,0,give,0,stingy,1,5,1,bystander,0,,,
48,48,96,29,Male,100,0,give,0,stingy,1,3,3,bystander,0,,,
43,38,81,23,Female,100,7,give,0,stingy,1,4,3,bystander,0,,,
34,26,60,25,Female,99,0,give,0,stingy,1,5,3,bystander,0,,,
25,17,42,33,Female,100,15,take,1,stingy,1,5,2,bystander,0,,,
36,22,58,28,Male,99,1,give,0,stingy,1,3,2,bystander,0,,,
24,19,43,32,Male,100,2,take,1,stingy,1,4,5,bystander,0,,,
23,19,42,60,Female,18,19,take,1,fair,0,3,4,bystander,0,,,
22,16,38,28,Male,100,0,take,1,stingy,1,1,3,bystander,0,,,
19,16,35,61,Female,30,100,take,1,stingy,1,5,1,bystander,0,,,
48,46,94,28,Male,69,42,take,1,fair,0,4,2,bystander,0,,,
16,16,32,41,Female,30,0,give,0,fair,0,5,3,bystander,0,,,
41,35,76,35,Male,100,0,give,0,fair,0,4,4,bystander,0,,,
50,44,94,28,Female,90,16,take,1,fair,0,3,2,bystander,0,,,
23,17,40,32,Male,86,29,take,1,fair,0,5,3,bystander,0,,,
18,16,34,75,Female,90,30,take,1,stingy,1,5,3,bystander,0,,,
23,16,39,32,Female,100,0,give,0,stingy,1,1,3,bystander,0,,,
52,52,104,23,Male,95,89,take,1,stingy,1,4,4,bystander,0,,,
35,17,52,27,Male,100,0,give,0,stingy,1,2,4,bystander,0,,,
33,33,66,34,Male,18,20,give,0,fair,0,4,1,bystander,0,,,
25,16,41,28,Male,25,0,take,1,fair,0,4,3,bystander,0,,,
20,17,37,26,Male,100,0,take,1,fair,0,5,3,bystander,0,,,
26,17,43,34,Male,77,0,take,1,fair,0,3,3,bystander,0,,,
16,16,32,48,Female,91,5,take,1,stingy,1,2,3,bystander,0,,,
30,18,48,46,Female,100,0,give,0,stingy,1,5,3,bystander,0,,,
49,51,100,34,Female,88,25,take,1,stingy,1,4,1,bystander,0,,,
61,61,122,26,Male,65,82,give,0,stingy,1,4,3,bystander,0,,,
21,17,38,39,Male,56,0,give,0,fair,0,5,1,bystander,0,,,
21,19,40,50,Female,100,0,give,0,stingy,1,4,2,bystander,0,,,
20,18,38,30,Male,22,0,give,0,fair,0,4,4,bystander,0,,,
28,27,55,26,Male,0,0,give,0,fair,0,5,4,bystander,0,,,
16,16,32,56,Male,37,0,give,0,fair,0,5,2,bystander,0,,,
31,27,58,19,Male,85,28,take,1,fair,0,5,1,bystander,0,,,
27,24,51,40,Male,100,6,give,0,stingy,1,5,2,bystander,0,,,
16,16,32,38,Male,100,5,give,0,stingy,1,3,4,bystander,0,,,
42,18,60,26,Female,25,0,give,0,fair,0,4,3,bystander,0,,,
27,33,60,56,Male,100,3,give,0,stingy,1,3,3,bystander,0,,,
24,17,41,26,Female,34,36,give,0,fair,0,2,2,bystander,0,,,
17,16,33,63,Male,100,0,take,1,stingy,1,4,3,bystander,0,,,
29,21,50,31,Male,100,23,give,0,stingy,1,5,3,bystander,0,,,
17,16,33,59,Female,74,20,give,0,fair,0,5,3,bystander,0,,,
36,37,73,38,Female,0,0,give,0,fair,0,3,2,bystander,0,,,
52,52,104,35,Male,31,9,give,0,fair,0,1,2,bystander,0,,,
20,19,39,30,Male,100,0,take,1,fair,0,5,2,bystander,0,,,
29,17,46,24,Male,10,0,give,0,fair,0,5,1,bystander,0,,,
16,16,32,35,Female,61,0,give,0,fair,0,5,4,bystander,0,,,
18,16,34,49,Male,69,20,give,0,fair,0,5,3,bystander,0,,,
17,16,33,37,Female,100,5,take,1,fair,0,5,3,bystander,0,,,
16,16,32,37,Male,0,0,give,0,fair,0,1,4,bystander,0,,,
44,25,69,34,Male,90,29,take,1,stingy,1,4,4,bystander,0,,,
29,20,49,23,Female,94,0,take,1,fair,0,4,2,bystander,0,,,
19,16,35,31,Male,100,64,take,1,stingy,1,5,3,bystander,0,,,
62,49,111,47,Female,75,0,take,1,fair,0,5,2,bystander,0,,,
29,43,72,64,Female,99,98,give,0,stingy,1,5,3,bystander,0,,,
58,49,107,25,Male,100,13,give,0,stingy,1,1,3,bystander,0,,,
24,16,40,43,Female,100,28,take,1,stingy,1,3,5,bystander,0,,,
24,17,41,28,Male,100,0,give,0,stingy,1,5,3,bystander,0,,,
27,16,43,26,Male,58,0,give,0,fair,0,4,5,bystander,0,,,
48,66,114,24,Male,100,100,give,0,stingy,1,5,3,bystander,0,,,
20,16,36,41,Female,100,0,give,0,stingy,1,3,2,bystander,0,,,
36,50,86,29,Male,100,38,give,0,stingy,1,4,3,bystander,0,,,
24,16,40,44,Female,100,0,take,1,stingy,1,4,4,bystander,0,,,
16,16,32,35,Male,51,0,take,1,fair,0,1,4,bystander,0,,,
30,21,51,25,Female,24,0,give,0,fair,0,2,4,bystander,0,,,
19,18,37,36,Male,100,5,give,0,stingy,1,4,3,bystander,0,,,
23,18,41,47,Female,34,33,give,0,fair,0,5,1,bystander,0,,,
17,17,34,57,Female,100,0,give,0,stingy,1,4,3,bystander,0,,,
17,18,35,39,Male,84,39,take,1,stingy,1,4,3,bystander,0,,,
16,16,32,61,Male,100,0,take,1,stingy,1,5,3,bystander,0,,,
28,17,45,35,Female,100,0,give,0,stingy,1,5,5,bystander,0,,,
24,18,42,51,Male,94,8,give,0,stingy,1,4,2,bystander,0,,,
17,16,33,62,Male,51,0,take,1,fair,0,4,3,bystander,0,,,
30,32,62,39,Male,100,100,give,0,stingy,1,1,4,bystander,0,,,
19,17,36,29,Female,100,21,take,1,stingy,1,2,5,bystander,0,,,
21,17,38,28,Male,34,0,take,1,fair,0,5,1,bystander,0,,,
26,22,48,28,Male,100,13,give,0,stingy,1,4,3,bystander,0,,,
16,16,32,55,Male,96,3,give,0,stingy,1,5,3,bystander,0,,,
42,17,59,24,Female,100,0,take,1,stingy,1,4,3,bystander,0,,,
17,19,36,60,Female,100,0,take,1,fair,0,3,4,bystander,0,,,
33,19,52,26,Male,25,0,give,0,fair,0,5,4,bystander,0,,,
19,21,40,24,Female,100,0,take,1,stingy,1,4,4,bystander,0,,,
16,16,32,64,Female,100,75,give,0,stingy,1,5,1,bystander,0,,,
37,27,64,36,Female,100,100,take,1,stingy,1,4,3,bystander,0,,,
18,16,34,26,Male,23,60,take,1,fair,0,3,1,bystander,0,,,
36,21,57,29,Female,91,25,give,0,fair,0,2,4,bystander,0,,,
21,16,37,26,Female,100,38,take,1,stingy,1,3,3,bystander,0,,,
42,41,83,44,Female,100,16,give,0,stingy,1,5,2,bystander,0,,,
28,38,66,28,Female,0,0,give,0,fair,0,5,3,bystander,0,,,
22,16,38,49,Male,23,0,take,1,fair,0,5,1,bystander,0,,,
23,20,43,34,Male,100,0,take,1,fair,0,5,3,bystander,0,,,
18,16,34,26,Male,100,0,give,0,stingy,1,4,4,bystander,0,,,
16,16,32,46,Male,100,0,take,1,stingy,1,5,3,bystander,0,,,
52,41,93,35,Female,100,5,take,1,fair,0,5,3,bystander,0,,,
27,17,44,32,Female,100,0,take,1,fair,0,4,1,bystander,0,,,
19,16,35,28,Male,79,37,take,1,fair,0,4,3,bystander,0,,,
43,31,74,26,Male,12,0,give,0,fair,0,5,3,bystander,0,,,
18,16,34,46,Female,100,0,give,0,stingy,1,4,2,bystander,0,,,
38,40,78,22,Male,69,0,give,0,fair,0,5,4,bystander,0,,,
16,17,33,47,Female,100,48,take,1,stingy,1,5,1,bystander,0,,,
28,17,45,27,Female,100,0,give,0,stingy,1,4,2,bystander,0,,,
20,16,36,44,Female,68,2,give,0,fair,0,3,4,bystander,0,,,
59,58,117,26,Male,18,0,give,0,fair,0,5,2,bystander,0,,,
46,44,90,46,Female,100,0,give,0,stingy,1,1,3,bystander,0,,,
21,20,41,34,Female,90,27,take,1,fair,0,4,2,bystander,0,,,
44,18,62,29,Female,74,0,take,1,fair,0,5,2,bystander,0,,,
47,27,74,35,Male,0,0,give,0,fair,0,5,3,bystander,0,,,
20,17,37,59,Female,80,42,take,1,stingy,1,3,4,bystander,0,,,
45,38,83,47,Male,100,9,take,1,stingy,1,3,2,bystander,0,,,
16,16,32,64,Male,4,5,give,0,fair,0,4,3,bystander,0,,,
17,16,33,60,Male,81,0,take,1,fair,0,2,3,bystander,0,,,
20,23,43,26,Male,100,0,take,1,stingy,1,4,3,bystander,0,,,
16,16,32,42,Female,100,0,take,1,stingy,1,5,3,bystander,0,,,
18,16,34,44,Male,0,0,take,1,fair,0,1,4,bystander,0,,,
25,16,41,32,Male,81,20,take,1,stingy,1,4,5,bystander,0,,,
16,16,32,34,Female,34,22,take,1,fair,0,5,5,bystander,0,,,
16,16,32,32,Male,100,0,give,0,fair,0,4,3,bystander,0,,,
16,16,32,33,Male,69,9,give,0,stingy,1,3,3,bystander,0,,,
51,18,69,31,Male,100,0,give,0,stingy,1,5,5,bystander,0,,,
29,24,53,29,Male,100,8,take,1,stingy,1,2,3,bystander,0,,,
20,16,36,44,Male,100,0,give,0,stingy,1,4,3,bystander,0,,,
19,16,35,44,Female,77,51,take,1,stingy,1,3,4,bystander,0,,,
18,16,34,31,Female,50,4,take,1,fair,0,4,3,bystander,0,,,
24,18,42,44,Female,0,0,give,0,fair,0,1,2,bystander,0,,,
23,16,39,24,Female,89,8,take,1,stingy,1,3,4,bystander,0,,,
24,16,40,18,Male,100,0,give,0,stingy,1,5,3,bystander,0,,,
35,26,61,31,Female,0,0,give,0,fair,0,5,3,bystander,0,,,
